team1_pick1,team1_pick2,team1_pick3,team1_pick4,team1_pick5,team2_pick1,team2_pick2,team2_pick3,team2_pick4,team2_pick5,team1_wins
Viego,Kai'Sa,Alistar,Sion,Syndra,Jhin,Maokai,Rakan,Sylas,K'Sante,0
Varus,Wukong,Rumble,Renata Glasc,Ryze,Xin Zhao,Lucian,Galio,Rakan,Orianna,0
Vi,Ahri,Jhin,Rakan,Sion,Sejuani,Neeko,Ryze,Xayah,Aatrox,1
Xin Zhao,Seraphine,Yone,Bard,Poppy,Vi,Jinx,Aurora,Milio,Aatrox,0
Pantheon,Ashe,Braum,Rumble,Akali,Maokai,Miss Fortune,Azir,Pyke,Ambessa,1
Yone,Nidalee,Nautilus,Corki,Sion,Lillia,Tristana,Leona,Ashe,Mordekaiser,0
Pantheon,Riven,Neeko,Caitlyn,Braum,Gwen,Shen,Varus,Leona,Zed,0
Gwen,Xin Zhao,Yone,Jhin,Leona,Jayce,Sejuani,Aurora,Corki,Rell,0
Jayce,Skarner,Braum,Zeri,Hwei,Sejuani,Yorick,Ezreal,Karma,Viktor,1
Ahri,Naafiri,Sion,Xayah,Nautilus,Rumble,Vi,Swain,Miss Fortune,Alistar,0
Azir,Rumble,Xin Zhao,Kai'Sa,Neeko,Jayce,Pantheon,Ahri,Kalista,Shen,1
Yone,Sejuani,Elise,Miss Fortune,Aatrox,Sion,Lucian,Milio,Maokai,Tristana,1
Xin Zhao,Gwen,Ryze,Zeri,Leona,Jax,Taliyah,Vladimir,Jhin,Alistar,0
Taliyah,Xin Zhao,Gwen,Ezreal,Alistar,Rumble,Vi,Kai'Sa,Sylas,Rakan,0
Gwen,Nocturne,Annie,Jinx,Lulu,Poppy,Ryze,Ambessa,Xayah,Blitzcrank,0
Varus,Karma,Skarner,Ahri,Nidalee,Jayce,Ezreal,Nautilus,Brand,Ambessa,0
Skarner,Varus,Renekton,Karma,Annie,Yorick,Lillia,Yone,Renata Glasc,Kalista,0
Vi,Annie,Rumble,Kai'Sa,Rakan,Ahri,Naafiri,Galio,Jhin,Alistar,0
Pantheon,Gnar,Azir,Kai'Sa,Neeko,Gwen,Sejuani,Yone,Miss Fortune,Fiddlesticks,0
Taliyah,Sion,Xin Zhao,Lucian,Nautilus,Jayce,Orianna,Wukong,Miss Fortune,Rell,0
Sion,Naafiri,Ryze,Kalista,Renata Glasc,Pantheon,Varus,Ahri,Alistar,Yorick,1
Xin Zhao,Sion,Taliyah,Lucian,Braum,Jayce,Annie,Lee Sin,Ezreal,Rell,1
Azir,Skarner,Ashe,Nautilus,Renekton,Ezreal,Xin Zhao,Sylas,Karma,Ornn,0
Varus,Gwen,Akali,Bel'Veth,Rell,Miss Fortune,Yone,Gragas,Nautilus,Kha'Zix,1
Naafiri,Varus,Alistar,Galio,Camille,Rumble,Ahri,Wukong,Gragas,Xayah,1
Rumble,Viego,Ezreal,Syndra,Leona,K'Sante,Pantheon,Kai'Sa,Taliyah,Rakan,1
Jayce,Sejuani,Rumble,Sivir,Rakan,Maokai,Yone,Sion,Ashe,Seraphine,1
Corki,Nocturne,Orianna,Milio,Shen,Ashe,Xin Zhao,Ambessa,Ahri,Karma,1
Yone,Gragas,Lillia,Tristana,Alistar,Naafiri,Ahri,K'Sante,Rell,Kai'Sa,1
Miss Fortune,Pantheon,Azir,Nautilus,Sion,Rell,Xin Zhao,Ezreal,Ahri,Aatrox,1
Xin Zhao,Azir,Jinx,Lulu,K'Sante,Orianna,Miss Fortune,Leona,Jax,Lee Sin,0
Naafiri,Jhin,Neeko,Corki,Gwen,Rumble,Viego,Alistar,Galio,Sivir,0
Varus,Pantheon,Taliyah,Jax,Braum,Corki,Wukong,Nautilus,Azir,Malphite,1
Rumble,Taliyah,Poppy,Varus,Leona,Naafiri,Ambessa,Ezreal,Hwei,Neeko,0
Jayce,Vi,Viktor,Kai'Sa,Nautilus,Taliyah,Naafiri,Sion,Kalista,Renata Glasc,0
Ahri,Pantheon,Gwen,Jhin,Karma,Rumble,Xin Zhao,Taliyah,Neeko,Kai'Sa,1
Viktor,Pantheon,Gwen,Lucian,Nami,Yasuo,Ziggs,Rell,Gnar,Zac,0
Jayce,Varus,Syndra,Sylas,Sejuani,Orianna,Xin Zhao,Malphite,Alistar,Corki,1
Xin Zhao,Orianna,Draven,Rakan,Gnar,Pantheon,Miss Fortune,Braum,Mel,Malphite,1
Jayce,Sejuani,Sylas,Sivir,Rakan,Ezreal,Maokai,Ambessa,Akali,Rell,0
Naafiri,Kai'Sa,Orianna,Rell,Poppy,Ezreal,Xin Zhao,Shen,Viktor,Alistar,1
Rumble,Vi,Ahri,Miss Fortune,Leona,Varus,Ambessa,Sejuani,Hwei,Alistar,1
Ahri,Xin Zhao,Gnar,Ashe,Braum,Corki,Nidalee,Renekton,Tristana,Rell,1
Kai'Sa,Leona,Jayce,Ivern,Shen,Xayah,Rakan,Yorick,Wukong,Annie,1
Ahri,Viego,K'Sante,Ezreal,Nautilus,Rumble,Miss Fortune,Pantheon,Mel,Skarner,1
Ezreal,Pantheon,Taliyah,Gwen,Poppy,Kai'Sa,Xin Zhao,Viktor,Sion,Thresh,1
Corki,Sejuani,Jax,Poppy,Hwei,Rell,Tristana,Lillia,K'Sante,Syndra,1
Taliyah,Naafiri,Galio,Lucian,Nami,Pantheon,Rumble,Corki,Rakan,Tristana,1
Ivern,Kai'Sa,Mel,Alistar,Sion,Vi,Ezreal,Viktor,Rakan,Gwen,0
Varus,Lillia,Renekton,Sylas,Braum,Kalista,Maokai,Nidalee,Blitzcrank,Akali,0
Varus,Ambessa,Naafiri,Orianna,Braum,Rumble,Xin Zhao,Jhin,Leona,Azir,1
Viktor,Nocturne,Ornn,Sivir,Bard,Galio,Naafiri,Rakan,Sion,Zeri,1
Tristana,Ivern,Leona,Renekton,Ezreal,Vi,Varus,Ahri,Rakan,Olaf,1
Jayce,Naafiri,Ahri,Kai'Sa,Neeko,Sion,Xin Zhao,Sylas,Ezreal,Leona,1
Varus,Ahri,Wukong,Alistar,Gnar,Miss Fortune,Rell,Viego,Swain,Sylas,0
Maokai,Alistar,Renekton,Jinx,Ryze,Leona,Ivern,Aatrox,Caitlyn,Cassiopeia,0
Ambessa,Caitlyn,Karma,Volibear,Syndra,Lucian,Nami,Kennen,Lee Sin,Ryze,0
Sejuani,Lulu,Ashe,Yone,Kennen,Pantheon,Miss Fortune,Gnar,Rell,Aurora,1
Corki,Sejuani,Syndra,Sion,Nautilus,Miss Fortune,Viktor,Leona,Vi,Ambessa,0
Pantheon,LeBlanc,Rell,Poppy,Aphelios,Xin Zhao,Orianna,Braum,Ornn,Xayah,0
Kai'Sa,Neeko,Sion,Skarner,Aurelion Sol,Xayah,Viktor,Leona,Aatrox,Lillia,1
Rumble,Miss Fortune,Rell,Orianna,Nocturne,Yorick,Pantheon,Kalista,Aurora,Poppy,1
Vi,Sion,Cassiopeia,Zeri,Lulu,Yone,Shyvana,Yorick,Sivir,Sona,1
Varus,Sion,Neeko,Ahri,Nocturne,Jayce,Maokai,Corki,Bard,Ashe,1
Taliyah,K'Sante,Xin Zhao,Draven,Nautilus,Rumble,Pantheon,Ahri,Lucian,Braum,1
Naafiri,Zeri,Shen,Hwei,Bard,Nocturne,Jinx,Lulu,Mordekaiser,Akali,1
Xin Zhao,Shen,Azir,Ezreal,Karma,Dr. Mundo,Viktor,Nocturne,Neeko,Kalista,1
Taliyah,Ivern,Renekton,Tristana,Alistar,Viktor,Jarvan IV,Aatrox,Nautilus,Xayah,1
Rumble,Pantheon,Jhin,Rell,Azir,Aurora,Miss Fortune,Zed,Skarner,Leona,1
Vi,Leona,Ezreal,Yorick,Viktor,Jayce,Neeko,Naafiri,Azir,Jhin,0
Neeko,Pantheon,Ambessa,Miss Fortune,Taliyah,Xin Zhao,Rumble,Karma,Jhin,Zed,0
Jayce,Ezreal,Rell,Nidalee,Yone,Sejuani,Ashe,Alistar,Viktor,Yorick,1
Sejuani,Alistar,Ryze,Corki,Jax,Viego,Rell,Kai'Sa,Galio,Sion,0
Pantheon,Azir,Sion,Xayah,Alistar,Taliyah,Xin Zhao,Ambessa,Rakan,Lucian,1
Jayce,Pantheon,Ahri,Lucian,Nami,Taliyah,Gwen,Varus,Skarner,Karma,0
Pantheon,Jayce,Ryze,Xayah,Rakan,Taliyah,Gwen,Naafiri,Lucian,Nautilus,1
Jayce,Sejuani,Yone,Ezreal,Leona,Yorick,Ahri,Wukong,Kai'Sa,Nautilus,1
Xin Zhao,Sylas,Kai'Sa,Leona,Aatrox,Viktor,Sejuani,Ambessa,Ezreal,Rell,0
Rumble,Viktor,Nautilus,Jhin,Lee Sin,Azir,Galio,Ezreal,Rell,Jarvan IV,1
Nidalee,Gnar,Corki,Zeri,Alistar,Renekton,Orianna,Lillia,Rakan,Aphelios,1
Gwen,Nidalee,Corki,Jhin,Karma,Rumble,Miss Fortune,Ryze,Viego,Blitzcrank,0
Gwen,Wukong,Ahri,Jhin,Leona,Taliyah,Pantheon,Kennen,Ezreal,Rell,0
Nidalee,Sion,Corki,Ashe,Braum,Jayce,Viktor,Skarner,Varus,Bard,1
Rumble,Jhin,Xin Zhao,Leona,Azir,Varus,Pantheon,Galio,Nautilus,Akali,1
Azir,Sejuani,Ambessa,Lucian,Elise,Kalista,Annie,Yorick,Neeko,Jarvan IV,0
Vi,Viktor,Yorick,Tristana,Neeko,Wukong,Sion,Taliyah,Miss Fortune,Rakan,1
Ezreal,Pantheon,Taliyah,Rell,Ambessa,Lucian,Vi,Nami,Ziggs,Camille,0
Varus,Skarner,Nautilus,Jax,Aurelion Sol,Jarvan IV,Tristana,Leona,Viktor,Gnar,0
Gwen,Xin Zhao,Sylas,Jhin,Rell,Viktor,Pantheon,Ambessa,Miss Fortune,Braum,1
Poppy,Jayce,Sylas,Kalista,Renata Glasc,Zeri,Sejuani,Ambessa,Karma,Milio,1
Lulu,Volibear,Aphelios,Mel,Sion,Xin Zhao,Kai'Sa,Rakan,Hwei,Yorick,1
Taliyah,Yorick,Wukong,Ashe,Poppy,Ahri,Jayce,Naafiri,Alistar,Ezreal,1
Taliyah,Rumble,Ezreal,Braum,Xin Zhao,Pantheon,Miss Fortune,Gwen,Alistar,Ahri,1
Corki,Alistar,Lillia,Syndra,Aatrox,Miss Fortune,Maokai,Renekton,Sejuani,Xerath,1
Rumble,Vi,Jhin,Taliyah,Leona,Varus,Gwen,K'Sante,Akali,Braum,1
Azir,Xayah,Rakan,Jax,Talon,Lucian,Nami,Trundle,Zoe,Shen,1
Sion,Lucian,Nami,Wukong,Hwei,Ryze,Kai'Sa,Nautilus,Naafiri,K'Sante,0
Pantheon,Ezreal,Nautilus,Malphite,Syndra,Corki,Sejuani,Alistar,Gnar,Ziggs,0
Zeri,Amumu,Yuumi,Smolder,K'Sante,Sivir,Ivern,Cho'Gath,Seraphine,Olaf,1
Xin Zhao,Rumble,Orianna,Ashe,Rell,Miss Fortune,Pantheon,Ornn,Aurora,Alistar,1
Orianna,Viego,Ashe,Ornn,Nami,Miss Fortune,Maokai,Neeko,Zoe,Yorick,0
Vi,Azir,Kai'Sa,Nautilus,Gnar,Taliyah,Naafiri,Gwen,Leona,Jhin,1
Varus,Sejuani,Viktor,Yorick,Rell,Taliyah,Pantheon,Ambessa,Ezreal,Alistar,0
Xin Zhao,Rumble,Ezreal,Nautilus,LeBlanc,Pantheon,Taliyah,Gwen,Zeri,Yuumi,1
Vi,Kai'Sa,Gwen,Orianna,Alistar,Ezreal,Xin Zhao,Azir,Vladimir,Braum,0
Azir,Skarner,Rell,Ashe,Sion,Xin Zhao,Annie,Alistar,Sivir,Gnar,0
Pantheon,Rell,Taliyah,Corki,K'Sante,Naafiri,Ahri,Nautilus,Ezreal,Gwen,0
Xin Zhao,Corki,Ahri,Leona,Aatrox,Pantheon,Taliyah,Ezreal,Nautilus,Camille,1
Viktor,Jarvan IV,Ezreal,Karma,K'Sante,Maokai,Hwei,Rakan,Lucian,Ambessa,0
Rumble,Wukong,Ahri,Jhin,Leona,Yone,Sejuani,Gwen,Varus,Braum,0
Vi,Sylas,Corki,Leona,Jax,Ahri,Miss Fortune,Xin Zhao,Renekton,Poppy,0
Ambessa,Nocturne,Orianna,Neeko,Ashe,Tristana,Maokai,Sion,Miss Fortune,Bard,0
Varus,Sejuani,Lulu,Vayne,Akali,Miss Fortune,Maokai,Leona,Gnar,Corki,1
Sejuani,Jhin,Viktor,Camille,Poppy,Miss Fortune,Naafiri,Sion,Rell,Ryze,1
Xin Zhao,Syndra,Kai'Sa,Rakan,Sion,Viktor,Sejuani,Renekton,Jhin,Bard,1
Neeko,Viego,Ezreal,Aurora,Renekton,Yone,Nidalee,Tristana,Tahm Kench,Kennen,1
Varus,Azir,Nautilus,Xin Zhao,Renekton,Miss Fortune,Rell,Vi,Sylas,Jax,1
Ivern,Jinx,Yorick,Ryze,Seraphine,Corki,Fiddlesticks,Camille,Akali,Bard,0
Gnar,Jhin,Viego,Annie,Rakan,Yone,Ashe,Lillia,Tristana,Nautilus,1
Rell,Azir,Maokai,Tristana,Jax,Viktor,Poppy,Skarner,Corki,Kennen,1
Corki,Braum,Ahri,Gnar,Naafiri,Ezreal,Leona,Mel,Ambessa,Amumu,1
Varus,Wukong,Neeko,Jax,Akali,Lucian,Jarvan IV,Nami,Orianna,Cho'Gath,0
Taliyah,Ambessa,Nautilus,Nocturne,Sivir,Tristana,Maokai,Renekton,Renata Glasc,Xayah,1
Naafiri,Syndra,Ambessa,Kai'Sa,Nautilus,Orianna,Wukong,Poppy,Jhin,Maokai,0
Naafiri,Ashe,Hwei,Warwick,Rakan,Wukong,Orianna,Ambessa,Tristana,Milio,1
Varus,Renekton,Ahri,Lillia,Soraka,Mel,Neeko,Jax,Sivir,Viego,1
Varus,Skarner,Neeko,Azir,Aatrox,Taliyah,Xin Zhao,Rumble,Jhin,Nautilus,1
Pantheon,Shen,Miss Fortune,Mel,Volibear,Taliyah,Vi,Renekton,Xayah,Rakan,0
Taliyah,Pantheon,Jhin,K'Sante,Leona,Azir,Vi,Kai'Sa,Rell,Aatrox,0
Naafiri,Kai'Sa,Nautilus,Hwei,Lee Sin,Annie,Talon,Neeko,Jhin,Alistar,1
Yone,Lucian,Nami,Nidalee,K'Sante,Leona,Ahri,Draven,Jarvan IV,Jax,0
Miss Fortune,Braum,Viego,Xerath,Ambessa,Ashe,Volibear,Lulu,Gnar,LeBlanc,1
K'Sante,Lillia,Lucian,Miss Fortune,Leona,Kayle,Dr. Mundo,Smolder,Rakan,Xayah,1
Rumble,Maokai,Corki,Jayce,Blitzcrank,Ambessa,Pantheon,Viktor,Miss Fortune,Alistar,1
Jayce,Naafiri,Kalista,Alistar,Ryze,Yorick,Leona,Draven,Poppy,Syndra,0
Xin Zhao,Ahri,Jayce,Xayah,Rakan,Wukong,Ezreal,Yorick,Ryze,Bard,0
K'Sante,Orianna,Nautilus,Sivir,Viego,Xin Zhao,Nidalee,Kai'Sa,Galio,Taric,0
Vi,Viktor,Jinx,Ambessa,Nami,Sion,Morgana,Ziggs,Viego,Blitzcrank,0
Aurora,Ashe,Braum,Lee Sin,Olaf,Viego,Nautilus,Sion,Jinx,Viktor,1
Xin Zhao,Sion,Azir,Ezreal,Leona,Naafiri,Jax,Rell,Aurelion Sol,Kai'Sa,0
Lucian,Xin Zhao,Milio,Sylas,Sion,Senna,Vi,Nautilus,Annie,Gnar,0
Tristana,Rell,Jax,Seraphine,Malphite,Caitlyn,Xin Zhao,Braum,Ahri,Swain,0
Gwen,Lillia,Yone,Ashe,Alistar,Varus,Sejuani,Jayce,Syndra,Braum,1
Tristana,Leona,Viktor,Ivern,K'Sante,Jhin,Maokai,Orianna,Renekton,Rakan,0
Neeko,Ezreal,Jayce,Wukong,Orianna,Karma,Xin Zhao,Sion,Miss Fortune,Taliyah,1
Senna,Ambessa,Annie,Dr. Mundo,Alistar,Rumble,Tristana,Maokai,Corki,Rakan,1
Varus,Renekton,Sejuani,Nami,Viktor,Kalista,Renata Glasc,Olaf,Poppy,Syndra,0
Xin Zhao,Gwen,Ahri,Jhin,Poppy,Rumble,Miss Fortune,Orianna,Naafiri,Neeko,1
Jayce,Sejuani,Viktor,Jhin,Alistar,Pantheon,Ryze,Gwen,Miss Fortune,Rell,1
Varus,Viego,Nautilus,Viktor,Sion,Renekton,Lillia,Ezreal,Ryze,Rell,1
Taliyah,Ambessa,Naafiri,Corki,Leona,Rumble,Ahri,Poppy,Lucian,Braum,0
Pantheon,Kai'Sa,Annie,Aatrox,Alistar,Xayah,Rakan,Galio,Jax,Zed,1
Naafiri,Ahri,Ambessa,Lucian,Braum,Rumble,Taliyah,Wukong,Ezreal,Neeko,1
Gwen,Skarner,Ryze,Xayah,Nautilus,Azir,Pantheon,Jax,Alistar,Zeri,0
Rumble,Pantheon,Ryze,Miss Fortune,Nautilus,Sion,Naafiri,Galio,Kalista,Renata Glasc,0
Rumble,Sejuani,Yone,Lucian,Nami,Pantheon,Taliyah,Ornn,Xayah,Rakan,1
Taliyah,Xin Zhao,Shen,Corki,Rell,Yorick,Vi,Sylas,Xayah,Alistar,0
Xin Zhao,Ambessa,Taliyah,Zeri,Rakan,Skarner,Gwen,Corki,Xayah,Alistar,0
Naafiri,Ahri,Ezreal,Sion,Pyke,Varus,Wukong,Sylas,Rell,Ambessa,0
Azir,Wukong,Sion,Lucian,Braum,Naafiri,Ahri,Nidalee,Ezreal,Rell,0
Varus,Galio,Xin Zhao,Alistar,Orianna,Rumble,Neeko,Wukong,Miss Fortune,Viktor,1
Ezreal,Ambessa,Karma,Aurora,Viego,Neeko,Yorick,Kai'Sa,Ahri,Wukong,0
Pantheon,Annie,Kai'Sa,Shen,Maokai,Yorick,Taliyah,Xayah,Poppy,Braum,0
Pantheon,Taliyah,Ashe,Seraphine,Sion,Kalista,Renata Glasc,Ryze,Xin Zhao,Nidalee,1
Pantheon,Ezreal,Taliyah,Ambessa,Nautilus,Naafiri,Miss Fortune,Rell,Syndra,Aatrox,1
Vi,Xayah,Rakan,Galio,Camille,Nocturne,Senna,Alistar,Aatrox,Malzahar,0
Varus,Zed,Lillia,Leona,Gnar,Jhin,Azir,Alistar,Maokai,Gangplank,0
Vi,Ahri,Ashe,Seraphine,Jax,Yone,Kai'Sa,Poppy,Alistar,Gragas,1
Gwen,Sejuani,Yone,Draven,Karma,Xin Zhao,Caitlyn,Akali,Kennen,Pyke,1
Pantheon,Ahri,Ezreal,Ambessa,Braum,Miss Fortune,Vi,Hwei,Rell,Aatrox,0
Xin Zhao,Viktor,Rell,Jinx,Ornn,Taliyah,Pantheon,Nautilus,Miss Fortune,Yorick,0
Xin Zhao,Taliyah,Ornn,Ashe,Rell,Rumble,Jayce,Pantheon,Jhin,Alistar,1
Gwen,Jhin,Naafiri,Azir,Leona,Rumble,Varus,Rell,Jayce,Camille,1
Azir,Naafiri,Leona,Sivir,Rumble,Nautilus,Nidalee,Tristana,Jhin,K'Sante,1
Azir,Ezreal,Karma,Aatrox,Skarner,Orianna,Rakan,Nocturne,Ambessa,Sivir,0
Sejuani,Miss Fortune,Renekton,Poppy,Ryze,Vi,Ezreal,Shen,Leona,Hwei,1
Ivern,Tristana,Ambessa,Viktor,Sett,Jinx,Nautilus,Brand,Sion,Corki,1
Leona,Naafiri,Tristana,Renekton,Ryze,Ziggs,Braum,Wukong,Galio,Kled,0
Varus,Twisted Fate,Neeko,Shen,Viego,Taliyah,Ashe,Sion,Karma,Jarvan IV,1
Ambessa,Zac,Kai'Sa,Aatrox,Thresh,Corki,Maokai,Ahri,Nautilus,Gnar,0
Jayce,Lucian,Milio,Garen,Zac,Annie,Viego,Sion,Zeri,Elise,0
Yone,Lillia,Rakan,Xayah,Renekton,Akali,Sejuani,Caitlyn,Alistar,Olaf,0
Varus,Skarner,Rumble,Rell,Hwei,Pantheon,Jhin,Nautilus,Aurora,Ahri,1
Xin Zhao,Ahri,Miss Fortune,Nautilus,Ambessa,Pantheon,Taliyah,Ezreal,Rell,Jax,1
Ivern,Rakan,Tristana,Kennen,Xayah,Gwen,Lucian,Nami,Jarvan IV,Malphite,1
Xin Zhao,Viktor,Corki,Kennen,Bard,Orianna,Wukong,Zeri,Blitzcrank,Galio,1
Jayce,Ashe,Milio,Maokai,Riven,Corki,Lillia,Sion,Soraka,Tristana,1
Varus,Azir,Vi,Poppy,Yorick,Jayce,Maokai,Leona,Mel,Yone,1
Jinx,Karma,Renekton,Wukong,Galio,Zeri,Lulu,Xin Zhao,Kennen,Azir,0
Aatrox,Lillia,Corki,LeBlanc,Alistar,Sejuani,Renekton,Syndra,Lucian,Braum,1
Gwen,Pantheon,Jhin,Poppy,Hwei,Varus,Xin Zhao,Ambessa,Alistar,Annie,1
Viktor,Maokai,Jayce,Kalista,Renata Glasc,Vi,Ryze,Sion,Senna,Rakan,0
Gwen,Pantheon,Shen,Viktor,Miss Fortune,Vi,Camille,Rakan,Xayah,Galio,1
Azir,Poppy,Gnar,Ashe,Nautilus,Rumble,Xin Zhao,Hwei,Caitlyn,Braum,0
Rumble,Viego,Varus,Braum,Hwei,Skarner,Gwen,Miss Fortune,Alistar,Corki,0
Naafiri,Swain,Leona,Kai'Sa,Vladimir,Taliyah,Xin Zhao,Ezreal,Nautilus,Ambessa,0
Xin Zhao,Kalista,Renata Glasc,Yorick,Ahri,Pantheon,Ryze,Elise,Jayce,Draven,0
Sejuani,Jinx,Neeko,Lulu,Yorick,Varus,Xin Zhao,Ambessa,Alistar,Hwei,0
Varus,Bard,Jarvan IV,Jhin,Galio,Miss Fortune,Lillia,Rell,Ornn,Yone,1
Varus,Viego,Ahri,Aatrox,Renata Glasc,Jarvan IV,Orianna,Sion,Lucian,Nami,1
Gwen,Kai'Sa,Nautilus,Ambessa,Ahri,Wukong,Ezreal,Braum,Rumble,Azir,1
Naafiri,Varus,Rell,Galio,Renekton,Lucian,Nami,Sejuani,Viktor,K'Sante,0
Rumble,Naafiri,Taliyah,Leona,Varus,Pantheon,Shen,Xayah,Ekko,Lulu,1
Jayce,Nocturne,Draven,Pyke,Ahri,Yorick,Lucian,Zyra,Rell,Ryze,1
Poppy,Gnar,Viktor,Lucian,Braum,Gwen,Varus,Nocturne,Sylas,Shen,1
Ezreal,Viego,Rakan,Vladimir,Gnar,Lucian,Xin Zhao,Nami,Ahri,Yasuo,0
Azir,Varus,Skarner,Alistar,Gnar,Naafiri,Annie,Kai'Sa,Rell,K'Sante,1
Lucian,Nami,Sejuani,Zoe,Ambessa,Aphelios,Lulu,Pantheon,Galio,Renekton,1
Skarner,Miss Fortune,Renekton,Aurora,Rakan,Varus,Trundle,Kled,Bard,Xerath,0
Varus,Xin Zhao,Braum,K'Sante,Brand,Ezreal,Naafiri,Ambessa,Rakan,LeBlanc,0
Varus,Evelynn,Jayce,Nautilus,Quinn,Pantheon,Miss Fortune,Sion,Neeko,Orianna,1
Jhin,Mel,Wukong,Jax,Galio,Kalista,Renata Glasc,Nidalee,Gnar,Talon,1
Rumble,Azir,Miss Fortune,Viego,Leona,Taliyah,Alistar,Aurora,Skarner,Jhin,1
Vi,Rumble,Viktor,Ashe,Braum,Xayah,Azir,Skarner,Rell,Urgot,1
Sejuani,Lucian,Yorick,Milio,Hwei,Varus,Jayce,Rell,Nocturne,Zoe,0
Varus,Gnar,Zyra,Wukong,Taliyah,Hwei,Shen,Kled,Skarner,Jhin,0
Xin Zhao,Kai'Sa,Senna,Akali,Sion,Miss Fortune,Ekko,Nautilus,Sejuani,Azir,0
Xin Zhao,Nautilus,Taliyah,Senna,Poppy,Lee Sin,LeBlanc,Rell,Jhin,Olaf,0
Lillia,Xayah,Braum,Akali,Sion,Miss Fortune,Kindred,Alistar,Orianna,Aatrox,0
Rumble,Wukong,Taliyah,Xayah,Rakan,Xin Zhao,Ambessa,Ahri,Renata Glasc,Kalista,1
Azir,Gwen,Xin Zhao,Miss Fortune,Rell,Rumble,Naafiri,Ahri,Rakan,Xayah,1
Neeko,Yorick,Pantheon,Galio,Varus,Ryze,Naafiri,Ornn,Ezreal,Karma,0
Jayce,Rumble,Rell,Skarner,Kai'Sa,Wukong,Taliyah,Alistar,Zed,Xayah,1
Pantheon,Ahri,Rumble,Xayah,Rakan,Lucian,Xin Zhao,Nami,Ornn,Azir,1
Azir,Sion,Jhin,Nocturne,Nautilus,Varus,Annie,Viego,Alistar,Gnar,1
Pantheon,Taliyah,Ezreal,Alistar,Vladimir,Nidalee,Yone,Lucian,Sion,Nami,1
Yone,Sion,Lillia,Jhin,Maokai,Naafiri,Renekton,LeBlanc,Miss Fortune,Nautilus,1
Pantheon,Aurora,Leona,Ezreal,Gangplank,Azir,Rakan,Poppy,Corki,Ambessa,1
Sion,Lucian,Nami,Yone,Sejuani,Azir,K'Sante,Nautilus,Kai'Sa,Trundle,0
Varus,Sejuani,Viktor,Jax,Rell,Nidalee,Corki,Sylas,Leona,Jarvan IV,0
Jayce,Ryze,Trundle,Leona,Caitlyn,Viktor,Pantheon,Ornn,Braum,Miss Fortune,1
Varus,Orianna,Wukong,Elise,Renekton,Viktor,Jhin,Skarner,Neeko,Aatrox,0
Rumble,Sejuani,Jayce,Nautilus,Zeri,Galio,Varus,Viego,Ryze,Rell,0
Gwen,Sejuani,Yone,Lucian,Milio,Xin Zhao,Orianna,Jax,Neeko,Caitlyn,0
Vi,Ahri,Ornn,Jhin,Alistar,Rumble,Taliyah,Xin Zhao,Ezreal,Braum,1
Rumble,Sejuani,Corki,Xayah,Alistar,Taliyah,Pantheon,K'Sante,Rakan,Kai'Sa,1
Rumble,Vi,Ahri,Miss Fortune,Rakan,Gwen,Pantheon,Lissandra,Xayah,Alistar,1
Taliyah,Rell,Jhin,Aatrox,Hecarim,Azir,Seraphine,Alistar,Dr. Mundo,Olaf,0
Yorick,Ashe,Renata Glasc,Skarner,Viktor,Pantheon,Kalista,Jax,Annie,Elise,0
Vi,Ahri,Yorick,Ashe,Elise,Wukong,Annie,Nidalee,Renata Glasc,Kalista,0
Varus,Pantheon,Taliyah,Alistar,Gwen,Shen,Corki,Leona,Aurora,Talon,0
Varus,Jax,Rell,Dr. Mundo,Ahri,Gnar,Ezreal,Braum,Lillia,Viktor,1
Varus,Lillia,Renekton,Braum,Galio,Zeri,Maokai,Leona,Gnar,Viktor,1
Tristana,Poppy,Viktor,Rell,K'Sante,Rumble,Vi,Corki,Hwei,Nautilus,0
Leona,Karthus,Yone,Jhin,Aatrox,Corki,Pantheon,Taliyah,Rakan,Kennen,1
Varus,Sejuani,Azir,Rakan,Jayce,Jax,Ezreal,Leona,Sylas,Sion,1
Azir,Viego,Nautilus,Tristana,K'Sante,Nocturne,Miss Fortune,Alistar,Sylas,Yorick,0
Gwen,Kalista,Neeko,Azir,Naafiri,Xin Zhao,Jayce,Jhin,Alistar,LeBlanc,1
Orianna,Miss Fortune,Alistar,Gwen,Viego,Taliyah,Maokai,Jhin,Neeko,Ambessa,0
Vi,Xayah,Rakan,Rumble,Galio,Wukong,Taliyah,Ezreal,Bard,Aatrox,0
Syndra,Caitlyn,Braum,Jarvan IV,Ornn,Ahri,Wukong,Ashe,Renekton,Thresh,1
Miss Fortune,Rell,Ambessa,Sejuani,Viktor,Skarner,Zeri,Poppy,Renekton,Ahri,1
Pantheon,Fiddlesticks,Ryze,Aphelios,Aatrox,Xin Zhao,Zeri,Zoe,Milio,Garen,1
Taliyah,Xin Zhao,Rumble,Jhin,Rell,Pantheon,Ahri,Gwen,Ashe,Alistar,0
Naafiri,Jayce,Annie,Senna,Leona,Miss Fortune,Wukong,Yorick,Galio,Rakan,1
Vi,Taliyah,Ambessa,Ezreal,Alistar,Rumble,Naafiri,Annie,Volibear,Jhin,0
